Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Comments,Fill 1: 3rd Tanker Batch,Fill 1: 3rd Tanker,Fill 1: Amount from 3rd Tanker (gal),Comments,Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Dummy 2,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T59-B10,WT-116:SO59,larry,don,6,BLK:22 PLN:23 POS:07,MFV 09799,130.1,1/9/2014 7:43,1/9/2014 11:18,3:34:51,,T59-B10,WT-166:SO55,120.4,1 hr delay cold,,,,,250.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,144,MFV 09799,BLK:22 PLN:23 POS:07,250.50
T59-B10,WT-116:SO59,larry,don,2,BLK:22 PLN:25 POS:00,MFV 09766,0.3,1/9/2014 10:48,1/9/2014 13:37,2:49:19,,T59-B10,WT-166:SO55,247.3,1 hr delay cold,oil,,,,247.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,145,MFV 09766,BLK:22 PLN:25 POS:00,247.60
T59-B10,WT-116:SO59,larry,don,3,BLK:22 PLN:25 POS:02,MFV 09814,,1/9/2014 10:54,1/9/2014 13:39,2:45:23,,T59-B10,WT-166:SO55,248.9,1 hr delay cold,,,,,248.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,146,MFV 09814,BLK:22 PLN:25 POS:02,248.90
T59-B10,WT-116:SO59,larry,don,7,BLK:22 PLN:25 POS:08,MFV 01173,61.9,1/9/2014 8:23,1/9/2014 12:13,3:50:24,,T59-B10,WT-166:SO55,190.7,1 hr delay cold,,,,,252.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,147,MFV 01173,BLK:22 PLN:25 POS:08,252.60
T59-B10,WT-116:SO59,larry,don,8,BLK:22 PLN:25 POS:10,MFV 09697,0.6,1/9/2014 10:37,1/9/2014 13:20,2:43:48,,T59-B10,WT-166:SO55,251.4,1 hr delay cold,,,,,252,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,148,MFV 09697,BLK:22 PLN:25 POS:10,252.00
T59-B10,WT-116:SO59,larry,don,2,BLK:22 PLN:25 POS:01,MFV 01172,,1/9/2014 13:38,1/9/2014 16:00,2:21:56,,T59-B10,WT-166:SO55,251.5,delay cold oil,,,,,251.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,149,MFV 01172,BLK:22 PLN:25 POS:01,251.50
T59-B10,WT-116:SO59,larry,don,3,BLK:22 PLN:25 POS:03,MFV 09813,,1/9/2014 13:40,1/9/2014 15:59,2:19:08,,T59-B10,WT-166:SO55,248.6,delay cold oil,,,,,248.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,150,MFV 09813,BLK:22 PLN:25 POS:03,248.60
T59-B10,WT-116:SO59,larry,don,4,BLK:22 PLN:25 POS:04,MFV 09815,,1/9/2014 11:56,1/9/2014 14:17,2:21:00,,T59-B10,WT-166:SO55,249.5,delay cold oil,,,,,249.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,151,MFV 09815,BLK:22 PLN:25 POS:04,249.50
T59-B10,WT-116:SO59,larry,don,6,BLK:22 PLN:25 POS:06,MFV 09786,,1/9/2014 11:18,1/9/2014 14:03,2:45:02,,T59-B10,WT-166:SO55,249.2,delay cold oil,,,,,249.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,152,MFV 09786,BLK:22 PLN:25 POS:06,249.20
T59-B10,WT-116:SO59,larry,don,7,BLK:22 PLN:25 POS:09,MFV 01174,,1/9/2014 12:15,1/9/2014 14:31,2:16:12,,T59-B10,WT-166:SO55,253.1,delay cold oil,,,,,253.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,153,MFV 01174,BLK:22 PLN:25 POS:09,253.10
T59-B10,WT-116:SO59,larry,don,8,BLK:22 PLN:25 POS:11,MFV 08323,,1/9/2014 13:21,1/9/2014 15:39,2:17:50,,T59-B10,WT-166:SO55,246.7,delay cold oil,,,,,246.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,154,MFV 08323,BLK:22 PLN:25 POS:11,246.70
T59-B10,WT-116:SO59,larry,don,4,BLK:22 PLN:25 POS:05,MFV 01185,,1/9/2014 14:18,1/9/2014 16:39,2:21:41,,T59-B10,WT-166:SO55,252.1,,,,,,252.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,155,MFV 01185,BLK:22 PLN:25 POS:05,252.10
T59-B10,WT-116:SO59,larry,don,6,BLK:22 PLN:25 POS:07,MFV 01181,,1/9/2014 14:04,1/9/2014 16:27,2:23:17,,T59-B10,WT-166:SO55,253.8,,,,,,253.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,156,MFV 01181,BLK:22 PLN:25 POS:07,253.80
T59-B10,WT-116:SO59,larry,don,2,BLK:22 PLN:27 POS:00,MFV 09780,,1/9/2014 16:01,1/9/2014 18:41,2:40:21,,T59-B10,WT-166:SO55,248.6,,,,,,248.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,157,MFV 09780,BLK:22 PLN:27 POS:00,248.60
T59-B10,WT-116:SO59,larry,don,3,BLK:22 PLN:27 POS:02,MFV 09796,,1/9/2014 16:00,1/9/2014 18:40,2:40:28,,T59-B10,WT-166:SO55,248.6,,,,,,248.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,158,MFV 09796,BLK:22 PLN:27 POS:02,248.60
T59-B10,WT-116:SO59,larry,don,7,BLK:22 PLN:27 POS:08,MFV 08969,,1/9/2014 14:32,1/9/2014 17:10,2:37:56,,T59-B10,WT-166:SO55,250.1,,,,,,250.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,159,MFV 08969,BLK:22 PLN:27 POS:08,250.10
T59-B10,WT-116:SO59,larry,don,8,BLK:22 PLN:27 POS:10,MFV 09065,,1/9/2014 15:40,1/9/2014 18:23,2:42:58,,T59-B10,WT-166:SO55,248.7,,,,,,248.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,160,MFV 09065,BLK:22 PLN:27 POS:10,248.70
,,larry,don,4,BLK:22 PLN:27 POS:04,MFV 09793,,1/9/2014 16:40,1/9/2014 19:21,2:41:01,,T59-B10,WT-166:SO55,249.5,,,,,,249.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,161,MFV 09793,BLK:22 PLN:27 POS:04,249.50
,,larry,don,6,BLK:22 PLN:27 POS:06,MFV 09755,,1/9/2014 16:28,1/9/2014 19:11,2:42:50,,T59-B10,WT-166:SO55,248.9,,,,,,248.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,162,MFV 09755,BLK:22 PLN:27 POS:06,248.90
T59-B10,WT-166:S055,galvin,jim,2,BLK:22 PLN:27 POS:01,MFV 09023,250,1/9/2014 18:42,1/10/2014 15:02,20:19:54,,,,,,,,,,250,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,163,MFV 09023,BLK:22 PLN:27 POS:01,250.00
T59-B10,WT-166:S055,galvin,jim,3,BLK:22 PLN:27 POS:03,MFV 08911,249,1/9/2014 18:41,1/10/2014 15:00,20:19:37,,,,,,,,,,249,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,164,MFV 08911,BLK:22 PLN:27 POS:03,249.00
T59-B10,WT-166:S055,galvin,jim,4,BLK:22 PLN:27 POS:05,MFV 08865,251,1/9/2014 19:21,1/10/2014 13:33,18:11:14,,,,,,,,,,251,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,165,MFV 08865,BLK:22 PLN:27 POS:05,251.00
T59-B10,WT-166:S055,galvin,jim,6,BLK:22 PLN:27 POS:07,MFV 09792,249.9,1/9/2014 19:11,1/10/2014 13:18,18:07:07,,,,,,,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,166,MFV 09792,BLK:22 PLN:27 POS:07,249.90
T59-B10,WT-166:S055,galvin,jim,7,BLK:22 PLN:27 POS:09,MFV 09013,248.8,1/9/2014 17:11,1/9/2014 19:23,2:11:59,,,,,,,,,,248.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,167,MFV 09013,BLK:22 PLN:27 POS:09,248.80
T59-B10,WT-166:S055,galvin,jim,8,BLK:22 PLN:27 POS:11,MFV 08324,249,1/9/2014 18:23,1/10/2014 14:46,20:22:42,,,,,,,,,,249,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,168,MFV 08324,BLK:22 PLN:27 POS:11,249.00
T59-B10,WT-166:S055,galvin,jim,2,BLK:22 PLN:29 POS:00,MFV 05429,30,1/10/2014 15:02,1/15/2014 9:29,114:27:40,swap,T059-B10,WT-169:SO52,217.5,,,,,,247.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,169,MFV 05429,BLK:22 PLN:29 POS:00,247.50
T59-B10,WT-166:S055,galvin,jim,3,BLK:22 PLN:29 POS:02,MFV 09702,25,1/10/2014 15:00,1/15/2014 9:29,114:29:09,swap,T059-B10,WT-169:SO52,223.9,,,,,,248.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,170,MFV 09702,BLK:22 PLN:29 POS:02,248.90
T59-B10,WT-166:S055,galvin,jim,4,BLK:22 PLN:29 POS:04,MFV 09753,20,1/10/2014 13:33,1/15/2014 9:29,115:56:46,swap,T059-B10,WT-169:SO52,226.2,,,,,,246.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,171,MFV 09753,BLK:22 PLN:29 POS:04,246.20
T59-B10,WT-166:S055,galvin,jim,6,BLK:22 PLN:29 POS:06,MFV 00827,35,1/10/2014 13:18,1/15/2014 9:29,116:10:59,swap,T059-B10,WT-169:SO52,213,,,,,,248,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,172,MFV 00827,BLK:22 PLN:29 POS:06,248.00
T59-B10,WT-166:S055,galvin,jim,7,BLK:22 PLN:29 POS:08,MFV 00334,136.8,1/9/2014 19:23,1/10/2014 13:27,18:04:26,swap,T059-B10,WT-169:SO52,112.8,,,,,,249.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,173,MFV 05429,BLK:22 PLN:29 POS:00,249.60
T59-B10,WT-166:S055,galvin,jim,8,BLK:22 PLN:29 POS:10,MFV 08961,36,1/10/2014 14:46,1/15/2014 9:29,114:43:26,swap,T059-B10,WT-169:SO52,213.4,,,,,,249.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,174,MFV 09702,BLK:22 PLN:29 POS:02,249.40
T059-B10,WT-169:SO52,larry,don,2,BLK:22 PLN:29 POS:01,MFV 09684,251.2,1/10/2014 15:03,1/13/2014 8:15,65:11:43,,,,,,,,,,251.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,175,MFV 09753,BLK:22 PLN:29 POS:04,251.20
T059-B10,WT-169:SO52,larry,don,3,BLK:22 PLN:29 POS:03,MFV 09754,248.6,1/10/2014 15:01,1/13/2014 8:13,65:12:13,,,,,,,,,,248.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,176,MFV 00827,BLK:22 PLN:29 POS:06,248.60
T059-B10,WT-169:SO52,larry,don,4,BLK:22 PLN:29 POS:05,MFV 09802,246.6,1/10/2014 13:34,1/10/2014 15:52,2:18:40,,,,,,,,,,246.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,177,MFV 00334,BLK:22 PLN:29 POS:08,246.60
T059-B10,WT-169:SO52,larry,don,6,BLK:22 PLN:29 POS:07,MFV 09765,253.3,1/10/2014 13:19,1/10/2014 15:41,2:22:55,,,,,,,,,,253.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,178,MFV 08961,BLK:22 PLN:29 POS:10,253.30
T059-B10,WT-169:SO52,larry,don,7,BLK:22 PLN:29 POS:09,MFV 09752,249.5,1/10/2014 13:29,1/10/2014 15:42,2:13:22,,,,,,,,,,249.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,179,MFV 09684,BLK:22 PLN:29 POS:01,249.50
T059-B10,WT-169:SO52,larry,don,8,BLK:22 PLN:29 POS:11,MFV 05437,252.7,1/10/2014 14:47,1/10/2014 7:55,65:12:30,,,,,,,,,,252.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,180,MFV 09754,BLK:22 PLN:29 POS:03,252.70
T059-B10,WT-169:SO52,larry,don,2,BLK:22 PLN:31 POS:00,MFV 04273,249.4,1/13/2014 8:15,1/13/2014 10:35,2:19:39,,,,,,,,,,249.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,181,MFV 09802,BLK:22 PLN:29 POS:05,249.40
T059-B10,WT-169:SO52,larry,don,3,BLK:22 PLN:31 POS:02,MFV 09648,250.5,1/13/2014 8:14,1/13/2014 10:37,2:23:03,,,,,,,,,,250.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,182,MFV 09765,BLK:22 PLN:29 POS:07,250.50
T059-B10,WT-169:SO52,larry,don,4,BLK:22 PLN:31 POS:04,MFV 05347,249.1,1/10/2014 15:53,1/13/2014 9:06,65:13:46,,,,,,,,,,249.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,183,MFV 09752,BLK:22 PLN:29 POS:09,249.10
T059-B10,WT-169:SO52,larry,don,6,BLK:22 PLN:31 POS:06,MFV 00070,249.5,1/10/2014 15:42,1/13/2014 8:54,65:11:27,,,,,,,,,,249.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,184,MFV 05437,BLK:22 PLN:29 POS:11,249.50
T059-B10,WT-169:SO52,larry,don,7,BLK:22 PLN:31 POS:08,MFV 05406,249.2,1/10/2014 15:43,1/13/2014 8:46,65:03:21,,,,,,,,,,249.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,185,MFV 04273,BLK:22 PLN:31 POS:00,249.20
T059-B10,WT-169:SO52,larry,don,8,BLK:22 PLN:31 POS:10,MFV 04253,249,1/13/2014 7:58,1/13/2014 10:17,2:18:49,,,,,,,,,,249,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,186,MFV 09648,BLK:22 PLN:31 POS:02,249.00
T059-B10,WT-169:SO52,larry,don,2,BLK:22 PLN:31 POS:01,MFV 09738,248.6,1/13/2014 10:36,1/13/2014 12:42,2:06:24,,,,,,,,,,248.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,187,MFV 05347,BLK:22 PLN:31 POS:04,248.60
T059-B10,WT-169:SO52,larry,don,3,BLK:22 PLN:31 POS:03,MFV 09749,248.3,1/13/2014 10:37,1/13/2014 13:03,2:25:35,,,,,,,,,,248.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,188,MFV 00070,BLK:22 PLN:31 POS:06,248.30
T059-B10,WT-169:SO52,larry,don,4,BLK:22 PLN:31 POS:05,MFV 05306,252.1,1/13/2014 9:07,1/13/2014 11:26,2:18:48,,,,,,,,,,252.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,189,MFV 05406,BLK:22 PLN:31 POS:08,252.10
T059-B10,WT-169:SO52,larry,don,6,BLK:22 PLN:31 POS:07,MFV 00200,252.4,1/13/2014 8:54,1/13/2014 11:24,2:29:28,,,,,,,,,,252.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,190,MFV 04253,BLK:22 PLN:31 POS:10,252.40
T059-B10,WT-169:SO52,larry,don,7,BLK:22 PLN:31 POS:09,MFV 05481,250,1/13/2014 8:47,1/13/2014 11:01,2:13:41,,,,,,,,,,250,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,191,MFV 09738,BLK:22 PLN:31 POS:01,250.00
T059-B10,WT-169:SO52,larry,don,8,BLK:22 PLN:31 POS:11,MFV 03545,249.4,1/13/2014 10:18,1/13/2014 12:27,2:09:37,,,,,,,,,,249.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,192,MFV 09749,BLK:22 PLN:31 POS:03,249.40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,48016.40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,250.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMS,3.3384631121
